GameID,Name,Platform,Year_of_Release,Genre,Publisher,North America,European Union,Japan,Other,Developer
1,Wii Sports,Wii,2006,Sports,Nintendo,41.36,28.96,3.77,8.45,Nintendo
3,Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29,Nintendo
4,Wii Sports Resort,Wii,2009,Sports,Nintendo,15.61,10.93,3.28,2.95,Nintendo
7,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.28,9.14,6.5,2.88,Nintendo
8,Wii Play,Wii,2006,Misc,Nintendo,13.96,9.18,2.93,2.84,Nintendo
9,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,Nintendo
12,Mario Kart DS,DS,2005,Racing,Nintendo,9.71,7.47,4.13,1.9,Nintendo
14,Wii Fit,Wii,2007,Sports,Nintendo,8.92,8.03,3.6,2.15,Nintendo
15,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,15,4.89,0.24,1.69,Good Science Studio
16,Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,Nintendo
17,Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.02,9.09,0.98,3.96,Rockstar North
18,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,Rockstar North
20,Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.74,9.2,4.16,2.04,Nintendo
24,Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.66,5.14,0.06,1.41,Rockstar North
25,Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,Rockstar North
27,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.43,5.35,5.32,1.18,Nintendo
29,Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,Polyphony Digital
30,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.04,4.24,0.13,1.32,"Infinity Ward, Sledgehammer Games"
33,Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.7,3.68,0.11,1.13,Treyarch
35,Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.73,0.65,2.42,Treyarch
36,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.24,0.07,1.12,Treyarch
37,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.59,0.08,1.28,Infinity Ward
38,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,0.49,1.57,"Infinity Ward, Sledgehammer Games"
39,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,DMA Design
40,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,Game Arts
41,Mario Kart 7,3DS,2011,Racing,Nintendo,5.03,4.02,2.69,0.91,"Retro Studios, Entertainment Analysis & Development Division"
42,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.99,4.37,0.48,1.79,Treyarch
43,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,Rockstar North
44,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,Nintendo
45,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,"Bungie Software, Bungie"
49,Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,Polyphony Digital
50,Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,Nintendo
52,Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,6.76,3.07,0.14,1.03,Rockstar North
53,Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,Polyphony Digital
54,Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,3,2.14,0.78,Nintendo
55,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,Polyphony Digital
56,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.64,0.38,1.6,Infinity Ward
58,Grand Theft Auto IV,PS3,2008,Action,Take-Two Interactive,4.76,3.69,0.44,1.61,Rockstar North
61,Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.73,2.56,0.04,0.91,Infinity Ward
62,Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0,1.06,Ubisoft
63,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.14,2.47,0.63,Nintendo
65,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79,Bungie
66,Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,SquareSoft
67,Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74,343 Industries
68,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,Polyphony Digital
69,Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78,Ubisoft
70,Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.1,3.63,0.38,1.25,Infinity Ward
71,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.93,2.36,0.13,0.9,Infinity Ward
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.03,2.36,4.39,0.39,Nintendo
75,Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,Hudson Soft
76,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,Bethesda Game Studios
78,FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,EA Sports
79,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,Bungie Software
80,Wii Party,Wii,2010,Misc,Nintendo,1.75,3.47,2.49,0.67,Nd Cube
81,Mario Party 8,Wii,2007,Misc,Nintendo,3.74,2.24,1.58,0.7,Hudson
82,FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.01,0.13,1.97,Electronic Arts
85,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,SquareSoft
86,The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6,The Sims Studio
89,Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,SquareSoft
91,Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,Game Freak
92,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,Rockstar Leeds
93,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23,Sledgehammer Games
95,FIFA 17,PS4,2016,Sports,Electronic Arts,0.66,5.75,0.08,1.11,"EA Sports, EA Vancouver"
98,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.56,2.35,0.98,0.62,Nintendo EAD Tokyo
101,Call of Duty: World at War,X360,2008,Shooter,Activision,4.81,1.88,0,0.69,Treyarch
102,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.06,0.69,EA DICE
103,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,EA Black Box
104,Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.99,0,0.73,Ubisoft Paris
105,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,EA DICE
106,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,Bethesda Game Studios
107,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,Namco
108,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68,Nintendo
110,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,Naughty Dog
111,Mario Kart 8,WiiU,2014,Racing,Nintendo,3.15,2.15,1.28,0.51,Nintendo
112,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,HAL Labs
114,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,EA Canada
115,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,EA LA
117,Just Dance 4,Wii,2012,Misc,Ubisoft,4.05,2.16,0,0.55,Ubisoft
118,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,Epic Games
119,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,Naughty Dog
121,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.11,2.26,0.28,1.03,Infinity Ward
122,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,Naughty Dog
124,Big Brain Academy,DS,2005,Misc,Nintendo,1.66,2.75,1.6,0.62,Nintendo
126,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,Rockstar San Diego
127,FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.24,0.07,1.37,EA Canada
128,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,Ubisoft
129,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.17,1.79,1.03,0.46,Retro Studios
130,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,Bungie Software
131,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1,Bethesda Game Studios
132,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,Game Freak
133,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,SquareSoft
135,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,"Bungie Software, Bungie"
136,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,Rockstar San Diego
137,Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,Nintendo
139,World of Warcraft,PC,2004,Role-Playing,Activision,0.08,6.21,0,0,Blizzard Entertainment
140,Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,Reflections Interactive
141,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,Epic Games
142,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,Rare Ltd.
143,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,Epic Games
144,FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,EA Sports
145,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,KCEJ
147,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,KCEJ
148,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,Kojima Productions
149,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,Square Enix
150,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,Naughty Dog
151,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,"SCE/WWS, Media Molecule"
152,Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,Capcom
153,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,Level 5
154,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,Namco
155,Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,"Bungie Software, Bungie"
156,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,1.55,0,0.51,Traveller's Tales
157,Cooking Mama,DS,2006,Simulation,505 Games,3.07,1.91,0.07,0.57,Taito Corporation
160,Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,Ubisoft Montreal
161,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,Ubisoft Montreal
162,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,Turn 10
163,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,Nintendo
164,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,Capcom
165,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,Rocksteady Studios
166,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.81,2.19,0,0.47,Rockstar North
167,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,Intelligent Systems
170,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,Traveller's Tales
171,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,1.83,0,0.83,Treyarch
172,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,Naughty Dog
174,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,Square Enix
176,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,SquareSoft
177,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,Ubisoft
178,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,SquareSoft
180,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,Sledgehammer Games
182,Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,Ubisoft Montreal
186,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.34,1.27,0.32,Nintendo
187,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,Level 5
189,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,Level 5
191,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57,Electronic Arts
193,Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0,0.54,Blizzard Entertainment
194,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,EA LA
197,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68,Harmonix Music Systems
198,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,Lionhead Studios
200,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,Capcom
201,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,Nintendo
203,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,EA Sports
204,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,Capcom
205,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,Rockstar Leeds
206,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,Neversoft Entertainment
209,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,"Neversoft Entertainment, BudCat"
210,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,Nintendo
212,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,Bethesda Game Studios
213,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,"Naughty Dog, SCE/WWS"
214,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,EA Sports
219,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58,Blizzard Entertainment
220,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,Ubisoft Montreal
221,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,SCE Santa Monica
222,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,Naughty Dog
223,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0,0.45,TT Fusion
224,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,Reflections Interactive
225,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,Rocksteady Studios
228,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,Neversoft Entertainment
229,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,Stormfront Studios
230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,Core Design Ltd.
231,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,Nintendo
232,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,Bluepoint Games
234,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,Nintendo
235,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0,0.43,Vicarious Visions
236,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,Next Level Games
237,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,Turn 10
239,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,EA Tiburon
240,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,Neversoft Entertainment
242,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,EA Sports
243,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,343 Industries
244,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,Treyarch
246,Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2,0.15,0.71,Infinity Ward
247,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,SCE Santa Monica
248,Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,Nintendo
249,Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,Nintendo
250,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,Neversoft Entertainment
251,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,Konami
252,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,Bethesda Softworks
254,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,EA Canada
255,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,"Ubisoft Paris, Ubisoft Montpellier"
257,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,Insomniac Games
259,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,Square Enix
261,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,Nintendo
266,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,Lionhead Studios
267,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,Mass Media
268,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,Rocksteady Studios
269,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,KCEJ
270,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,Ubisoft Montreal
271,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,Bethesda Game Studios
272,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,EA Canada
273,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,0.75,Ready at Dawn
275,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,EA Canada
276,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,"SCEE, Zoe Mode"
277,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,Polyphony Digital
278,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,Ubisoft Montreal
281,Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,Capcom
284,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,EA Sports
285,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,Valve Software
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,Blizzard Entertainment
290,Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,EA DICE
291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,SCE Santa Monica
293,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,Obsidian Entertainment
294,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,Turn 10
295,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,Cat Daddy Games
296,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,Ubisoft Montreal
298,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,Namco
299,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,Ubisoft Montreal
303,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,Valve Software
304,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,CD Projekt Red Studio
305,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,"Ubisoft, Ubisoft Montreal"
306,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,Rocksteady Studios
307,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,Nintendo
308,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,Bethesda Game Studios
309,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,Level 5
311,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,EA Canada
312,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,Neversoft Entertainment
313,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,Capcom
314,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6,Bethesda Game Studios
315,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,Visual Concepts
316,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,Namco
318,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,Evolution Studios
320,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,KCET
321,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,"SCEA, Zindagi Games"
324,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,Infinity Ward
325,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,"Nintendo, Namco Bandai Games"
326,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,Massive Entertainment
327,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,Nintendo
330,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,Traveller's Tales
331,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,Maxis
333,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,Argonaut Games
336,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,Intelligent Systems
337,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,Insomniac Games
338,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,Ubisoft
339,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,EA Canada
342,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,Neversoft Entertainment
344,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,TOSE
345,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,Rockstar Leeds
347,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,Zipper Interactive
348,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,Naughty Dog
350,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,Konami
351,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,Capcom
352,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0,0.34,Vicarious Visions
353,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,EA Sports
354,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,Pandemic Studios
356,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,Fox Interactive
357,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,Nintendo
358,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,EA DICE
359,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,Pandemic Studios
